global_patch_index,wedge_index,column_index,patch_in_column,is_rectangular,corner_code,corner_index,z1_mm,zL_mm
119,75,0,0,0,6,5,106.069,-9.097
120,76,0,0,0,5,0,260.876,68.759
120,76,0,0,0,5,1,100.630,461.406
120,76,0,0,0,5,2,26.228,461.406
120,76,0,0,0,5,3,26.228,157.591
120,76,0,0,0,5,4,160.989,68.759
121,77,0,0,0,6,0,290.940,131.364
121,77,0,0,0,6,1,290.940,326.234
121,77,0,0,0,6,2,280.337,352.380
121,77,0,0,0,6,3,57.992,352.380
121,77,0,0,0,6,4,57.992,141.222
121,77,0,0,0,6,5,61.990,131.364
122,78,0,0,0,6,0,316.548,171.146
122,78,0,0,0,6,1,316.548,390.063
122,78,0,0,0,6,2,295.756,403.872
122,78,0,0,0,6,3,49.875,403.872
122,78,0,0,0,6,4,49.875,191.905
122,78,0,0,0,6,5,81.131,171.146
123,79,0,0,0,7,0,316.206,42.235
123,79,0,0,0,7,1,316.206,451.645
123,79,0,0,0,7,2,311.148,464.661
123,79,0,0,0,7,3,310.441,465.132
123,79,0,0,0,7,4,145.381,465.132
123,79,0,0,0,7,5,145.381,182.226
123,79,0,0,0,7,6,199.780,42.235
124,80,0,0,1,40,0,309.859,172.125
124,80,0,0,1,40,1,309.859,472.698
124,80,0,0,1,40,2,99.521,472.698
124,80,0,0,1,40,3,99.521,172.125
125,80,0,1,0,5,0,309.859,-73.705
125,80,0,1,0,5,1,309.859,10.799
125,80,0,1,0,5,2,245.258,172.125
125,80,0,1,0,5,3,99.521,172.125
125,80,0,1,0,5,4,99.521,-73.705
126,81,0,0,0,5,0,296.091,91.552
126,81,0,0,0,5,1,296.091,431.624
126,81,0,0,0,5,2,268.708,449.788
126,81,0,0,0,5,3,132.184,449.788
126,81,0,0,0,5,4,132.184,200.273
127,82,0,0,1,40,0,306.123,172.789
127,82,0,0,1,40,1,306.123,415.886
127,82,0,0,1,40,2,102.640,415.886
127,82,0,0,1,40,3,102.640,172.789
128,82,0,1,1,40,0,306.123,15.847
128,82,0,1,1,40,1,306.123,172.789
128,82,0,1,1,40,2,102.640,172.789
128,82,0,1,1,40,3,102.640,15.847
129,82,0,2,1,40,0,306.123,-125.515
129,82,0,2,1,40,1,306.123,15.847
129,82,0,2,1,40,2,102.640,15.847
129,82,0,2,1,40,3,102.640,-125.515
130,82,0,3,0,7,0,306.123,-387.162
130,82,0,3,0,7,1,306.123,-213.916
130,82,0,3,0,7,2,275.369,-135.207
130,82,0,3,0,7,3,260.996,-125.515
130,82,0,3,0,7,4,102.640,-125.515
130,82,0,3,0,7,5,102.640,-346.933
130,82,0,3,0,7,6,162.296,-387.162
131,83,0,0,0,7,0,284.689,111.342
131,83,0,0,0,7,1,284.689,439.471
131,83,0,0,0,7,2,283.161,443.314
131,83,0,0,0,7,3,268.162,453.332
131,83,0,0,0,7,4,44.761,453.332
131,83,0,0,0,7,5,44.761,249.338
131,83,0,0,0,7,6,251.359,111.342
132,84,0,0,0,6,0,280.378,102.870
132,84,0,0,0,6,1,280.378,191.137
132,84,0,0,0,6,2,172.412,456.127
132,84,0,0,0,6,3,41.274,456.127
132,84,0,0,0,6,4,41.274,271.752
132,84,0,0,0,6,5,110.082,102.870
133,85,0,0,0,6,0,299.759,125.979
133,85,0,0,0,6,1,299.759,438.931
133,85,0,0,0,6,2,280.218,452.030
133,85,0,0,0,6,3,75.002,452.030
133,85,0,0,0,6,4,75.002,229.957
133,85,0,0,0,6,5,230.116,125.979
134,86,0,0,0,5,0,308.296,176.345
134,86,0,0,0,5,1,308.296,337.687
134,86,0,0,0,5,2,286.156,393.013
134,86,0,0,0,5,3,39.491,393.013
134,86,0,0,0,5,4,39.491,176.345
135,87,0,0,1,40,0,301.018,153.054
135,87,0,0,1,40,1,301.018,366.901
135,87,0,0,1,40,2,70.477,366.901
135,87,0,0,1,40,3,70.477,153.054
136,87,0,1,1,40,0,301.018,23.562
136,87,0,1,1,40,1,301.018,153.054
136,87,0,1,1,40,2,70.477,153.054
136,87,0,1,1,40,3,70.477,23.561
137,87,0,2,0,6,0,301.018,-254.721
137,87,0,2,0,6,1,301.018,15.560
137,87,0,2,0,6,2,297.903,23.561
137,87,0,2,0,6,3,70.477,23.561
137,87,0,2,0,6,4,70.477,-157.081
137,87,0,2,0,6,5,108.495,-254.721
138,88,0,0,1,40,0,255.269,128.249
138,88,0,0,1,40,1,255.269,470.037
138,88,0,0,1,40,2,157.905,470.037
138,88,0,0,1,40,3,157.905,128.249
139,88,0,1,0,5,0,255.269,-48.720
139,88,0,1,0,5,1,255.269,-34.957
139,88,0,1,0,5,2,189.614,128.249
139,88,0,1,0,5,3,157.905,128.249
139,88,0,1,0,5,4,157.905,16.643
140,89,0,0,1,40,0,314.736,58.560
140,89,0,0,1,40,1,314.736,392.415
140,89,0,0,1,40,2,71.989,392.415
140,89,0,0,1,40,3,71.989,58.560
141,89,0,1,0,7,0,314.736,-213.406
141,89,0,1,0,7,1,314.736,55.969
141,89,0,1,0,7,2,310.847,58.560
141,89,0,1,0,7,3,71.989,58.560
141,89,0,1,0,7,4,71.989,-88.698
141,89,0,1,0,7,5,93.247,-141.993
141,89,0,1,0,7,6,200.437,-213.406
142,90,0,0,1,40,0,247.902,122.559
142,90,0,0,1,40,1,247.902,384.804
142,90,0,0,1,40,2,39.016,384.804
142,90,0,0,1,40,3,39.016,122.559
143,90,0,1,0,6,0,247.902,-76.759
143,90,0,1,0,6,1,247.902,90.287
143,90,0,1,0,6,2,200.430,122.559
143,90,0,1,0,6,3,39.016,122.559
143,90,0,1,0,6,4,39.016,-33.583
143,90,0,1,0,6,5,102.527,-76.759
144,91,0,0,0,6,0,314.379,151.838
144,91,0,0,0,6,1,314.379,396.093
144,91,0,0,0,6,2,283.203,474.511
144,91,0,0,0,6,3,62.872,474.511
144,91,0,0,0,6,4,62.872,221.749
144,91,0,0,0,6,5,90.665,151.838
145,92,0,0,0,7,0,321.197,90.702
145,92,0,0,0,7,1,321.197,377.014
145,92,0,0,0,7,2,294.257,443.029
145,92,0,0,0,7,3,250.858,471.974
145,92,0,0,0,7,4,80.577,471.974
145,92,0,0,0,7,5,80.577,253.711
145,92,0,0,0,7,6,147.101,90.702
146,93,0,0,0,6,0,296.299,94.834
146,93,0,0,0,6,1,296.299,369.622
146,93,0,0,0,6,2,258.150,463.522
146,93,0,0,0,6,3,51.119,463.522
146,93,0,0,0,6,4,51.119,127.036
146,93,0,0,0,6,5,99.767,94.834
147,94,0,0,1,40,0,285.308,121.729
147,94,0,0,1,40,1,285.308,450.760
147,94,0,0,1,40,2,31.551,450.760
147,94,0,0,1,40,3,31.551,121.729
148,94,0,1,0,6,0,285.308,-69.569
148,94,0,1,0,6,1,285.308,112.982
148,94,0,1,0,6,2,271.994,121.729
148,94,0,1,0,6,3,31.551,121.729
148,94,0,1,0,6,4,31.551,-51.704
148,94,0,1,0,6,5,58.741,-69.569
149,95,0,0,0,6,0,307.860,153.330
149,95,0,0,0,6,1,307.860,382.415
149,95,0,0,0,6,2,221.970,440.782
149,95,0,0,0,6,3,59.072,440.782
149,95,0,0,0,6,4,59.072,191.269
149,95,0,0,0,6,5,114.902,153.330
150,96,0,0,1,40,0,297.716,60.041
150,96,0,0,1,40,1,297.716,387.257
150,96,0,0,1,40,2,125.193,387.257
150,96,0,0,1,40,3,125.193,60.041
151,96,0,1,0,5,0,297.716,-177.071
151,96,0,1,0,5,1,297.716,29.860
151,96,0,1,0,5,2,285.559,60.041
151,96,0,1,0,5,3,125.193,60.041
151,96,0,1,0,5,4,125.193,-63.165
152,97,0,0,0,5,0,281.097,61.353
152,97,0,0,0,5,1,281.097,382.173
152,97,0,0,0,5,2,260.209,434.656
152,97,0,0,0,5,3,103.673,434.656
152,97,0,0,0,5,4,103.673,61.353
153,98,0,0,0,6,0,274.035,178.875
153,98,0,0,0,6,1,274.035,410.026
153,98,0,0,0,6,2,180.333,472.613
153,98,0,0,0,6,3,22.867,472.613
153,98,0,0,0,6,4,22.867,316.015
153,98,0,0,0,6,5,228.183,178.875
154,99,0,0,0,7,0,339.063,100.026
154,99,0,0,0,7,1,339.063,152.564
154,99,0,0,0,7,2,255.558,361.800
154,99,0,0,0,7,3,112.845,456.364
154,99,0,0,0,7,4,20.912,456.364
154,99,0,0,0,7,5,20.912,178.118
154,99,0,0,0,7,6,52.078,100.026
155,100,0,0,0,6,0,292.756,173.272
155,100,0,0,0,6,1,292.756,458.534
155,100,0,0,0,6,2,287.596,461.999
155,100,0,0,0,6,3,95.747,461.999
155,100,0,0,0,6,4,95.747,189.439
155,100,0,0,0,6,5,119.821,173.272
156,101,0,0,0,8,0,286.772,27.340
156,101,0,0,0,8,1,286.772,357.841
156,101,0,0,0,8,2,286.601,358.260
156,101,0,0,0,8,3,243.773,386.239
156,101,0,0,0,8,4,55.177,386.239
156,101,0,0,0,8,5,55.177,141.411
156,101,0,0,0,8,6,59.964,129.649
156,101,0,0,0,8,7,216.575,27.340
157,102,0,0,1,40,0,278.410,208.852
157,102,0,0,1,40,1,278.410,465.282
157,102,0,0,1,40,2,65.009,465.282
157,102,0,0,1,40,3,65.009,208.852
158,102,0,1,0,6,0,278.410,-78.922
158,102,0,1,0,6,1,278.410,183.446
158,102,0,1,0,6,2,240.477,208.852
158,102,0,1,0,6,3,65.009,208.852
158,102,0,1,0,6,4,65.009,-61.360
158,102,0,1,0,6,5,91.230,-78.922
159,103,0,0,1,40,0,333.410,211.915
159,103,0,0,1,40,1,333.410,449.462
159,103,0,0,1,40,2,62.945,449.462
159,103,0,0,1,40,3,62.945,211.915
160,103,0,1,0,6,0,333.410,-48.127
160,103,0,1,0,6,1,333.410,157.829
160,103,0,1,0,6,2,252.739,211.915
160,103,0,1,0,6,3,62.945,211.915
160,103,0,1,0,6,4,62.945,-5.211
160,103,0,1,0,6,5,126.956,-48.127
161,104,0,0,0,8,0,315.874,98.781
161,104,0,0,0,8,1,315.874,361.800
161,104,0,0,0,8,2,303.400,392.699
161,104,0,0,0,8,3,229.223,442.073
161,104,0,0,0,8,4,80.942,442.073
161,104,0,0,0,8,5,80.942,191.161
161,104,0,0,0,8,6,99.367,145.518
161,104,0,0,0,8,7,169.582,98.781
162,105,0,0,0,6,0,311.046,128.772
162,105,0,0,0,6,1,311.046,388.935
162,105,0,0,0,6,2,187.717,472.076
162,105,0,0,0,6,3,93.801,472.076
162,105,0,0,0,6,4,93.801,202.047
162,105,0,0,0,6,5,202.496,128.772
163,106,0,0,1,40,0,320.514,146.331
163,106,0,0,1,40,1,320.514,473.184
163,106,0,0,1,40,2,24.740,473.184
163,106,0,0,1,40,3,24.740,146.331
164,106,0,1,0,6,0,320.514,-49.279
164,106,0,1,0,6,1,320.514,84.498
164,106,0,1,0,6,2,227.139,146.331
164,106,0,1,0,6,3,24.740,146.331
164,106,0,1,0,6,4,24.740,-6.534
164,106,0,1,0,6,5,41.507,-49.279
165,107,0,0,1,40,0,293.597,170.471
165,107,0,0,1,40,1,293.597,436.950
165,107,0,0,1,40,2,79.056,436.950
165,107,0,0,1,40,3,79.056,170.471
166,107,0,1,0,7,0,293.597,13.193
166,107,0,1,0,7,1,293.597,90.139
166,107,0,1,0,7,2,282.042,119.281
166,107,0,1,0,7,3,206.102,170.471
166,107,0,1,0,7,4,79.056,170.471
166,107,0,1,0,7,5,79.056,63.077
166,107,0,1,0,7,6,153.058,13.193
167,108,0,0,0,7,0,233.918,132.159
167,108,0,0,0,7,1,233.918,428.940
167,108,0,0,0,7,2,233.292,430.481
167,108,0,0,0,7,3,178.612,466.713
167,108,0,0,0,7,4,65.171,466.713
167,108,0,0,0,7,5,65.171,209.897
167,108,0,0,0,7,6,182.491,132.159
168,109,0,0,0,7,0,317.377,106.071
168,109,0,0,0,7,1,317.377,162.534
168,109,0,0,0,7,2,219.861,402.019
168,109,0,0,0,7,3,110.475,474.576
168,109,0,0,0,7,4,24.453,474.576
168,109,0,0,0,7,5,24.453,172.186
168,109,0,0,0,7,6,51.374,106.071
169,110,0,0,1,40,0,216.989,209.610
169,110,0,0,1,40,1,216.989,475.305
169,110,0,0,1,40,2,24.958,475.305
169,110,0,0,1,40,3,24.958,209.610
170,110,0,1,0,7,0,216.989,-88.080
170,110,0,1,0,7,1,216.989,161.680
170,110,0,1,0,7,2,145.275,209.610
170,110,0,1,0,7,3,24.958,209.610
170,110,0,1,0,7,4,24.958,13.731
170,110,0,1,0,7,5,36.407,-14.974
170,110,0,1,0,7,6,145.790,-88.080
171,111,0,0,1,40,0,336.978,134.386
171,111,0,0,1,40,1,336.978,476.771
171,111,0,0,1,40,2,141.752,476.771
171,111,0,0,1,40,3,141.752,134.386
172,111,0,1,1,40,0,336.978,-145.816
172,111,0,1,1,40,1,336.978,134.386
172,111,0,1,1,40,2,141.752,134.386
172,111,0,1,1,40,3,141.752,-145.816
173,111,0,2,0,7,0,336.978,-437.170
173,111,0,2,0,7,1,336.978,-224.109
173,111,0,2,0,7,2,219.021,-145.816
173,111,0,2,0,7,3,141.752,-145.816
173,111,0,2,0,7,4,141.752,-366.236
173,111,0,2,0,7,5,145.422,-375.595
173,111,0,2,0,7,6,238.191,-437.170
174,112,0,0,0,6,0,297.417,3.753
174,112,0,0,0,6,1,297.417,402.257
174,112,0,0,0,6,2,271.287,467.174
174,112,0,0,0,6,3,186.909,467.174
174,112,0,0,0,6,4,186.909,112.351
174,112,0,0,0,6,5,230.622,3.753
175,113,0,0,0,5,0,296.717,189.613
175,113,0,0,0,5,1,296.717,345.098
175,113,0,0,0,5,2,275.471,398.468
175,113,0,0,0,5,3,161.079,398.468
175,113,0,0,0,5,4,161.079,280.092
176,114,0,0,0,5,0,291.355,69.095
176,114,0,0,0,5,1,291.355,217.953
176,114,0,0,0,5,2,191.064,472.727
176,114,0,0,0,5,3,38.394,472.727
176,114,0,0,0,5,4,38.394,69.095
177,115,0,0,0,6,0,280.047,195.967
177,115,0,0,0,6,1,280.047,421.020
177,115,0,0,0,6,2,264.826,459.316
177,115,0,0,0,6,3,55.603,459.316
177,115,0,0,0,6,4,55.603,407.057
177,115,0,0,0,6,5,139.503,195.967
178,116,0,0,0,5,0,303.604,285.977
178,116,0,0,0,5,1,303.604,403.885
178,116,0,0,0,5,2,203.161,469.877
178,116,0,0,0,5,3,84.331,469.877
178,116,0,0,0,5,4,84.331,285.977
179,117,0,0,0,6,0,248.193,143.416
179,117,0,0,0,6,1,248.193,441.654
179,117,0,0,0,6,2,240.024,461.735
179,117,0,0,0,6,3,28.087,461.735
179,117,0,0,0,6,4,28.087,147.879
179,117,0,0,0,6,5,29.902,143.416
180,118,0,0,0,6,0,302.558,183.770
180,118,0,0,0,6,1,302.558,353.351
180,118,0,0,0,6,2,258.214,464.322
180,118,0,0,0,6,3,59.905,464.322
180,118,0,0,0,6,4,59.905,282.577
180,118,0,0,0,6,5,99.388,183.770
181,119,0,0,1,40,0,240.380,260.905
181,119,0,0,1,40,1,240.380,460.638
181,119,0,0,1,40,2,124.466,460.638
181,119,0,0,1,40,3,124.466,260.905
182,119,0,1,1,40,0,240.380,30.877
182,119,0,1,1,40,1,240.380,260.905
182,119,0,1,1,40,2,124.466,260.905
182,119,0,1,1,40,3,124.466,30.877
183,119,0,2,1,40,0,240.380,-91.776
183,119,0,2,1,40,1,240.380,30.877
183,119,0,2,1,40,2,124.466,30.877
183,119,0,2,1,40,3,124.466,-91.776
184,119,0,3,0,6,0,240.380,-311.197
184,119,0,3,0,6,1,240.380,-115.191
184,119,0,3,0,6,2,231.217,-91.776
184,119,0,3,0,6,3,124.466,-91.776
184,119,0,3,0,6,4,124.466,-227.342
184,119,0,3,0,6,5,157.280,-311.197
185,120,0,0,0,7,0,322.716,63.749
185,120,0,0,0,7,1,322.716,302.329
185,120,0,0,0,7,2,277.521,415.207
185,120,0,0,0,7,3,82.291,415.207
185,120,0,0,0,7,4,82.291,192.356
185,120,0,0,0,7,5,88.276,177.407
185,120,0,0,0,7,6,257.102,63.749
186,121,0,0,1,40,0,321.867,213.690
186,121,0,0,1,40,1,321.867,456.628
186,121,0,0,1,40,2,118.939,456.628
186,121,0,0,1,40,3,118.939,213.690
187,121,0,1,0,8,0,321.867,0.153
187,121,0,1,0,8,1,321.867,209.183
187,121,0,1,0,8,2,320.087,213.662
187,121,0,1,0,8,3,320.045,213.690
187,121,0,1,0,8,4,118.939,213.690
187,121,0,1,0,8,5,118.939,54.747
187,121,0,1,0,8,6,131.180,23.941
187,121,0,1,0,8,7,166.897,0.153
188,122,0,0,1,40,0,310.816,157.363
188,122,0,0,1,40,1,310.816,390.091
188,122,0,0,1,40,2,56.959,390.091
188,122,0,0,1,40,3,56.959,157.363
189,122,0,1,0,6,0,310.816,-107.608
189,122,0,1,0,6,1,310.816,-4.085
189,122,0,1,0,6,2,247.413,157.363
189,122,0,1,0,6,3,56.959,157.363
189,122,0,1,0,6,4,56.959,-39.394
189,122,0,1,0,6,5,158.319,-107.608
190,123,0,0,0,6,0,321.064,71.880
190,123,0,0,0,6,1,321.064,439.458
190,123,0,0,0,6,2,297.444,455.134
190,123,0,0,0,6,3,43.268,455.134
190,123,0,0,0,6,4,43.268,258.638
190,123,0,0,0,6,5,117.521,71.880
191,124,0,0,0,5,0,305.529,161.412
191,124,0,0,0,5,1,191.262,441.300
191,124,0,0,0,5,2,48.110,441.300
191,124,0,0,0,5,3,48.110,213.804
191,124,0,0,0,5,4,69.500,161.412
192,125,0,0,0,6,0,301.027,88.065
192,125,0,0,0,6,1,301.027,470.175
192,125,0,0,0,6,2,300.834,470.649
192,125,0,0,0,6,3,39.481,470.649
192,125,0,0,0,6,4,39.481,245.614
192,125,0,0,0,6,5,103.565,88.065
193,126,0,0,1,40,0,279.815,140.522
193,126,0,0,1,40,1,279.815,472.256
193,126,0,0,1,40,2,66.117,472.256
193,126,0,0,1,40,3,66.117,140.522
194,126,0,1,0,5,0,279.815,-80.305
194,126,0,1,0,5,1,279.815,138.733
194,126,0,1,0,5,2,277.098,140.522
194,126,0,1,0,5,3,66.117,140.522
194,126,0,1,0,5,4,66.117,60.411
195,127,0,0,1,40,0,266.347,174.028
195,127,0,0,1,40,1,266.347,427.278
195,127,0,0,1,40,2,116.574,427.278
195,127,0,0,1,40,3,116.574,174.028
196,127,0,1,1,40,0,266.347,-66.163
196,127,0,1,1,40,1,266.347,174.028
196,127,0,1,1,40,2,116.574,174.028
196,127,0,1,1,40,3,116.574,-66.163
197,127,1,0,1,40,0,116.574,174.028
197,127,1,0,1,40,1,116.574,427.278
197,127,1,0,1,40,2,27.740,427.278
197,127,1,0,1,40,3,27.740,174.028
198,127,1,1,0,5,0,116.574,-66.163
198,127,1,1,0,5,1,116.574,83.024
198,127,1,1,0,5,2,81.068,174.028
198,127,1,1,0,5,3,27.740,174.028
198,127,1,1,0,5,4,27.740,-66.163
